user_id,tenure_days,sessions_last_30d,payment_failures,support_tickets,feature_usage_score,churned
2b36d6f6-391a-4827-8930-cb4ccb4fd2f2,57,13,0,0,7.94,0
7e5568b9-aa81-4be9-813e-151c506f23b0,145,14,1,2,4.8,0
74592f8b-17b7-4c22-b7ed-42e3532fee80,189,12,0,0,5.72,0
2f6dc410-582e-40c0-8ddb-e0f7299d0bfc,318,9,0,0,7.35,0
2abdcbf4-78bc-4997-aae7-cfd571fa5673,41,13,0,0,6.23,0
b62d4c5e-3627-433d-94b5-bfae152f622c,1,9,1,0,6.17,0
ce23bd54-bd08-467b-9567-a5806e62ec67,26,12,0,1,2.68,0
f2b2d252-bc76-433b-b1a1-a1c73a2fa275,414,18,0,1,4.3,0
5baea0c9-4814-4d53-b98b-23f4f4190e92,372,11,0,1,6.9,0
ffc38362-596a-4f5f-b9cc-3cf3e2f7c844,163,16,0,0,2.36,0
e162bbab-529e-4647-82a2-019d965b190c,165,13,0,1,3.91,0
ab652769-2d72-4180-9da1-a384fbb6c9dc,196,16,0,2,1.58,0
4a48375e-2135-4371-83ad-87424e576752,34,17,0,3,6.42,0
f813de67-08bb-4dd2-8f35-f1a9ee63e157,442,11,0,0,2.81,0
4638636f-efcd-4037-a65c-54b0da2165c4,97,14,1,2,0.83,0
573c7563-ddb6-4888-ad32-ea19bbedeca8,86,17,1,1,6.38,0
c20faa14-d67c-4225-b5dd-128552f16af3,131,10,0,0,3.67,0
803ef599-d2ac-4ba7-b4ae-f88c637441f2,8,11,1,2,1.12,0
958bb7b2-b801-4dad-959f-5280e668a6c6,32,11,0,6,7.23,0
9d38ecca-de54-47a7-bc52-d1d954227e8b,241,13,0,0,4.82,0
69be3f7f-1c0e-4e13-8ce5-e0d6a7a083f6,15,7,0,0,2.01,0
7e6aa73a-e958-4994-a4b7-67bf0ac8a3bf,166,10,1,0,6.03,0
f107d5f2-c918-4c18-b52e-b303821ba289,50,16,0,0,4.84,0
fa60c1b5-3e0e-404a-9f95-bf0c074de435,88,6,0,0,5.38,0
ca416ede-0943-4492-8975-045c72760618,61,9,0,2,4.9,0
9db0961b-f2d7-4d1f-a465-3fb7c43f9d93,79,12,0,1,5.89,0
e051595c-ff22-47f8-97aa-519103b89f5a,228,7,0,0,6.71,0
84889e5e-e664-4db4-8baf-910b40c40450,63,11,0,1,3.83,0
007d9823-10c3-422c-ad19-def789a0332c,150,13,1,1,1.39,0
89cc636c-3b01-4c6f-9d6e-703b8382e470,116,10,0,1,5.88,0
0b61bd61-6f5f-4216-b557-8537beba3e51,196,15,2,0,2.79,0
053cda37-f0c4-4173-9cbe-8adb2a897146,497,11,0,1,1.55,0
e7d21f27-44e6-45ac-9185-df8486d61a2f,237,13,1,3,0.66,0
5682a9c5-bc93-40d6-952a-8f92a1fcf82c,43,10,0,0,6.59,0
7a088f69-5faa-40e0-87a4-6926adc057fa,5,13,0,1,7.52,0
04adf953-2d2c-4e0a-b954-9184a0826dab,54,13,3,1,4.61,0
63b1c079-e500-4681-965e-bba903cfbeda,162,6,0,1,6.93,0
138f40f1-0b48-4f25-9f48-9bdc808a46e7,9,9,0,1,1.7,0
800a6a23-3e29-4a15-b512-b04bf5c13480,123,15,2,1,2.96,0
f137aa16-03a8-4ff1-b917-a7f03840759b,163,11,1,0,4.66,0
500d1f6f-c820-4814-92b6-f15741d4f2df,73,8,0,0,4.99,0
b034a4c6-705d-4530-bdba-a502cdfbefb7,265,8,1,0,4.34,0
9f2a3b5e-a0f4-4a6b-9ea6-a7f64177a95c,20,15,0,1,6.26,0
ea926db7-4501-450e-b264-e1b5514cf6e4,14,19,0,1,6.87,0
cb614e06-2194-4e18-91fb-7f59d0ed6953,234,14,3,1,2.32,0
8be92800-063b-4944-abbb-3b7e5574ba8f,123,13,0,2,3.94,0
d56b28f7-ab57-4541-afe3-44f64ace3230,209,8,0,0,2.69,0
31a6ed02-6b8e-4779-9630-5ab1904d6fbe,102,12,1,1,6.99,0
d1c25277-850e-4a54-8703-0448f689347a,50,15,1,0,5.57,0
01f52b86-0ccf-482c-8cbf-95f53fc5176a,307,7,1,0,3.82,0
aed23386-426f-472d-a0d7-4493b88debcf,289,12,0,0,2.27,0
69cde26b-0f44-4c71-9018-0f4b229a9ad8,213,18,1,2,4.8,0
146eed7b-d138-4cac-9f69-722120b14038,57,16,1,2,3.54,0
9fd523d7-5ddb-4043-8b7a-9aaf8d0d5422,160,11,0,0,5.65,0
ec0c57a8-b106-4114-a06a-6bd4c208fd39,80,8,1,1,5.85,0
25d2fbd8-1b8d-4369-9f3a-fb0e9a709b19,17,13,1,0,6.81,0
9d5115de-eb88-48a7-9472-1170e2d1fc44,448,14,1,0,6.13,0
084b3574-ecac-4f60-9362-1784b7d29117,26,12,1,0,8.03,0
74a1d6e7-00b8-4d5e-9346-08add8289bb4,540,11,0,0,2.76,0
e8006603-dad5-413a-86f3-816e5b847ad3,106,12,1,0,5.06,0
1c374539-451d-4230-b186-85deda61eb19,36,9,0,1,6.47,0
a13cc2db-4497-4727-b351-8ac4bfefc928,140,14,0,2,4.3,0
c07a461d-84a2-41e8-8c00-b5089a54092d,371,10,1,0,1.19,0
4438c7dd-6393-46ec-a7f0-b6935d025fc7,237,8,0,1,3.53,0
68df824d-3cf7-49a0-b394-0fa68628227e,295,10,1,1,7.42,0
81dfceb3-dbfa-4586-854c-8cd7e2c9806c,193,10,0,0,7.44,0
44c25e03-ce14-4de5-a61d-a949861c84ac,212,17,0,0,3.48,0
502ceeca-49e0-4f3b-b07b-f46ed97b4047,340,9,1,0,3.74,0
c2341344-5520-4265-ac03-2e22eef02d67,51,10,1,3,6.8,0
03151aac-88db-4b67-b4b8-07244dfa265d,120,22,2,0,3.23,0
8a68e4b3-feda-4025-bf7b-de4dacc6eb9d,45,16,0,0,5.74,0
88c7ddd9-b280-4fec-bd80-bf46db80aa36,791,8,1,1,2.82,0
b59ba9e9-9e6b-4842-aca2-abbcc55fe121,519,12,1,0,2.58,0
e90b2ff0-dc58-4402-90f9-049ac2684752,7,17,1,2,3.32,0
b623e76d-2d8d-4527-94fa-b10b4533eda1,220,17,1,0,2.19,0
3ea3b45b-aae4-4f2c-8222-9ece392fd318,466,12,0,2,5.59,0
351ed38e-f6ab-4ddc-9686-f5d2efa5f9fb,35,14,0,0,0.6,0
2b5ebef7-ad27-40cc-9c1d-7e3d20922010,151,10,0,0,3.11,0
99c4787b-0283-4621-94f0-5bae4f914a50,444,5,0,0,6.2,0
c37f334c-43e9-4066-ba26-a60207c215a9,6,11,0,1,6.78,0
d58c5e5b-4a12-4a88-9b7f-456ca96a35b7,215,11,1,1,7.3,0
a57e4b04-95a6-4ef2-8ece-20564a8e6bfc,63,8,1,1,2.47,0
a1ab190d-336f-4717-a7a3-94ff83f0171a,464,12,0,1,6.62,0
68612e69-e3b6-4c5f-a95b-f375e3833dbe,637,10,0,0,6.41,0
228e6fba-f933-4070-a2bd-e86bc5b37818,519,6,2,1,6.81,0
775e3418-dae8-48bf-b349-a80e0301dd9e,115,6,1,1,9.28,0
a5b7616b-d835-4d7f-904b-d12cf8671249,356,14,0,1,5.48,0
3bcbe27e-201c-4ba5-8fac-57b920714425,335,12,0,0,6.37,0
d282c3a7-0b0c-4bf5-a378-a8172df11483,69,15,0,1,6.71,0
88418b25-de72-4d59-b3fb-2db29a6e76d9,317,10,0,1,3.25,0
9e708166-b94a-407b-9377-86d9421b720d,6,13,1,0,8.73,0
c3c2f4c6-0c0b-432e-ba49-f43a15152b99,163,17,1,1,3.72,0
79f018f6-4c7b-4504-b115-a0699afa2cff,47,15,0,1,6.1,0
c462240e-a0a2-42c7-959f-709fdd91bca7,23,17,2,0,2.71,0
4463cc01-7351-41a5-ad87-59d7eea39327,14,12,0,2,1.1,0
f9b16499-c049-4057-ad58-47a1783073c5,214,6,1,2,7.72,0
e376bc29-12bc-4eea-b618-8172138f76d2,74,19,0,2,6.32,0
b3a33cd3-8ada-430a-8cae-57fb92370c33,232,13,0,0,1.37,0
a29d14b9-acb3-44f8-9028-18b2a07ae752,12,15,0,1,5.61,0
2e734fa2-9606-4dab-a8f1-eeb06659f3dd,68,10,0,0,1.79,0
82f8c720-14f9-4487-b5b6-16edae850b1b,139,9,0,0,2.61,0
b8620f8b-3ff1-40d7-b849-5365dbe91bd0,281,11,1,0,5.35,0
b3fb8f63-af0d-48a7-ad28-0802b1124992,69,10,1,0,1.98,0
6efbb177-d4c4-4813-9250-5ac6e38060ae,176,13,0,2,3.03,0
194000ef-2b69-4c6d-b8b3-0f455e7c74f1,390,4,0,1,6.59,0
49120571-e1e6-4f02-993b-d6b9f1f7fc3b,172,12,0,1,5.4,0
5dab220f-33b0-4c82-b3c5-3e95050f591b,47,12,2,1,8.17,0
fd92d507-306f-489c-84d4-fa8deb67a70c,4,9,1,0,7.23,0
dadd4bca-f3d8-495a-b9db-f772d85ee6b6,367,17,1,0,4.0,0
bf51ee6f-e161-4459-91f4-3062d2b014b9,3,6,0,2,9.59,0
721ba511-7481-4e10-94b6-992768df1832,373,19,0,0,8.3,0
296e9a83-1c38-4f85-8652-6c966ab3bce5,135,12,0,1,5.46,0
0b2890dc-924e-4d5a-9b4d-4b7c9e88ea96,503,6,0,0,3.41,0
ea0146c6-51c4-4ea2-837b-6e256eb8f363,288,18,1,2,7.63,0
50622e97-12d1-4305-b160-e6e9a59db290,1112,14,0,1,6.52,0
3716546d-3810-41bc-a1e0-243640684f06,77,13,0,1,4.57,0
4f9db3f2-6c93-419d-80c3-0acc38a6b5df,262,15,2,0,4.62,0
1fc6e331-702b-4624-b783-e4de3e034ecf,92,12,0,2,5.85,0
2242958c-4891-49be-ac02-86d0a27c4dae,117,8,0,0,8.0,0
12a0d5bd-491c-490d-95ad-cd7d828ac344,177,10,1,0,7.55,0
420cb73d-4607-499a-bd89-f43fefe266fc,372,8,0,2,6.6,0
f4744557-d73f-44e0-bd83-52307ba744bc,745,7,0,2,5.91,0
ff16f2ef-d149-4105-994c-8e5e1942ee49,263,9,1,1,4.02,0
c5585ddd-069e-4b82-a0f4-384eab398535,97,17,1,1,2.59,0
bf166eb2-c0e9-4f48-a68c-ba2186568c5f,98,13,0,0,4.24,0
fe4a554f-c707-4ebc-bc09-2d51199bcb01,240,11,1,0,8.38,0
9984bcbf-9a1d-48f8-af1a-02d0749f5de8,49,14,0,1,1.97,0
3aea5afd-83bb-4a8f-bde4-11af5eff1808,21,10,0,0,6.43,0
92c80e13-6c42-4952-bc0e-1e8b5ab08010,78,7,0,3,3.33,0
34a3bf04-0791-4310-b9d0-a3d2a06b52ee,60,12,0,1,5.52,0
6e324b27-edf4-43ad-9603-40df416a26b0,63,9,0,0,0.87,0
2d05f79a-32e7-4b2e-a8c5-b849ce2c2128,47,10,0,0,3.97,0
8d59725c-34e4-4afc-878f-9ab3ad0cf834,7,10,0,1,5.01,0
f87075da-6a3d-41da-950a-3809f8b500ce,3,17,1,1,1.33,0
460cef67-0ca1-4bcd-8302-4095f88c4d0a,791,11,0,0,9.19,0
98952640-35ba-4e22-ae16-fcb5763b963c,100,17,2,0,7.73,0
6cc110c8-c4bb-44f8-b6ee-7b91362ec7b8,87,19,1,0,2.9,0
b8e0b861-0abc-42b9-8fe4-a68f065644bc,204,12,0,1,2.08,0
6dc00fa5-6832-4430-a485-8cd610340b0d,44,11,0,0,1.18,0
2ee16c86-591c-431b-8b57-6f3b56ba2d96,539,14,0,0,3.76,0
745e944a-d90a-487c-9787-d244fcd14991,277,19,1,1,6.33,0
28de6297-0679-448a-a684-962de065be1a,16,9,0,0,3.83,0
d1d464fc-7847-4fe5-af3f-528a0b325aa2,97,3,1,0,1.09,0
d99e4196-177b-46f3-8eb0-f42771b18a50,380,7,2,1,5.29,0
72d71caf-39e8-42fb-a727-a3c0938d511b,521,9,1,1,3.01,0
991292d0-cd7f-4095-927a-440cf0324367,113,9,0,2,4.51,0
37e13658-0db6-4e39-8a4b-7ef9a8e66817,171,7,0,0,4.07,0
8156f9b7-bf2b-454b-8a91-f60ab4d78c4b,32,9,0,0,3.74,0
ba4d47b3-1c9b-4734-9f0b-5d9c1115fac0,851,17,1,0,7.56,0
5ad62bb3-11e2-4b70-ad28-98d97838323e,47,10,0,2,7.07,0
2ceeeb03-b98a-4ba5-997e-c76562237552,514,11,0,1,7.54,0
cc2d50a8-db81-4ca7-89d0-a27e1847ba1d,188,11,2,1,5.47,0
7f76b83c-8a34-406c-a619-aa456c7b8142,168,19,1,0,1.45,0
cfaba605-25ae-4de5-a0bb-9ca15c91330f,129,13,0,1,5.58,0
9c0eb7db-3791-4065-82b9-414a1490ba69,47,8,0,1,8.17,0
30a839d9-9140-4fd7-9bc7-d24e4d73c0e6,34,9,1,1,7.1,0
ccfd68aa-f98d-4e49-a663-93df63b5840d,44,8,0,0,5.47,0
e760d81a-156a-4a04-963c-778d13da987a,37,13,2,0,7.35,0
0b5ca78f-c7ce-43c6-9539-adc8af228cd5,272,11,1,1,7.02,0
f4b26c11-eaf8-4f87-9064-ce022e981a72,77,13,0,2,7.58,0
bd6cbf53-630a-41b5-8dbe-e8c3fcf079e9,10,5,0,1,5.21,0
fe3242b5-1526-43a9-ac16-c5e77588918c,625,16,0,1,7.03,0
379f7b79-f41f-4e95-8f38-9ab4972baea3,387,16,0,1,2.05,0
0161159b-cfdd-4463-8a53-60ea6e8fc6e9,472,7,1,0,6.94,0
41a83124-5cc7-4e07-81b8-67167aacb66e,950,10,0,1,4.38,0
267118c1-e0da-4919-a489-49eeb7b3585c,34,15,0,0,3.82,0
24ffea88-0849-4417-93da-fdbac10acbaa,90,12,0,2,3.13,0
39301e5b-b3a8-4004-9a19-c4444c881988,255,11,0,0,2.7,0
10ea04e3-f084-4227-8939-46b899698da4,214,7,1,1,2.9,0
ce170757-fb27-4f14-a960-617ee691813f,30,5,1,0,7.09,0
ed9439e1-361b-4970-bee4-a22760b92207,304,8,0,2,8.65,0
2a58d4fc-299f-4d94-a846-7f95567571fa,45,10,0,0,5.37,0
809c2c31-579e-48a6-b740-7a8795506502,45,16,1,1,1.83,0
10a9dadc-a38f-427d-9d60-5e7dfc8706db,138,12,0,0,6.21,0
705182b9-7a09-4898-a495-cfce857603cb,161,14,1,1,4.28,0
82a5859c-774d-40d1-94a5-8b2367c77a20,156,14,0,1,1.54,0
04a0a9de-9ecf-4cb0-a652-e946a189528d,17,5,0,2,4.64,0
a15b6017-9e56-446f-8ec9-2708fe4cc4d6,377,12,0,1,7.35,0
d74b625d-ccf2-443b-a1fc-0cdc92001011,55,7,0,2,3.11,0
4af454a3-17e3-4c51-b6b5-b37818960191,24,9,0,3,6.2,0
ea67fc15-b183-4ec3-9978-041336cd8a18,395,10,0,0,3.48,0
c0ddf5e2-6696-4d10-8ac9-4d78ae51c2c7,560,8,0,2,6.37,0
48fd0941-dcfb-4138-a9bc-b9d25f976c58,356,15,0,0,7.09,0
6f79cbbe-2d8b-4df5-bca3-8cc17d266d99,298,12,0,2,4.95,0
7b6ee596-78cf-459e-b794-aeea7a46c63b,191,14,0,0,1.5,0
6e0e7a57-fe6d-44c6-bc07-e439f89da8ca,144,13,0,0,7.07,0
9c72cdb8-10d4-4d25-8c28-7ea6dafd0c44,16,9,0,0,6.91,0
540fa763-b6ed-4859-81bb-01c235765520,94,11,2,2,8.29,0
4fced8f9-edb8-4274-8c0d-098d79ff554a,83,17,0,1,2.62,0
7cabb637-0d44-45a2-ada0-1e3bea0f41c6,54,12,0,0,6.13,0
409fda80-2204-4a6e-a49d-996f1adf8962,231,14,0,1,9.08,0
2d8cb6bb-c227-4625-ae72-ffbd77e74fcf,123,7,0,1,3.25,0
b47ce3b6-a0d8-4ab3-bf09-cf169219d304,15,14,0,1,2.22,0
2009ae45-884b-4257-807f-22e11c4aae1f,44,8,1,0,5.67,0
639532fd-6a63-42af-a476-82a8f15943dd,206,19,0,0,6.03,0
c5e0009e-6112-430e-87c4-a4d8f8830e0f,14,15,1,0,3.32,0
59850e7e-37cb-4b20-a05b-8c9cdf9e3b72,342,13,0,0,7.73,0
c9eb5988-6dcb-4dc3-a3f8-4047ebbc4bcb,123,9,0,0,5.32,0
4941c788-63e3-47fc-9c50-1a86c3591136,117,12,0,1,5.54,0
9fe4bdda-2589-4603-8bcb-9ddffa9f682b,161,10,0,0,5.47,0
6a94d809-4eba-4a06-b84a-56be72dc6a52,313,10,0,0,5.59,0
db7873cc-b467-4217-b4f7-c99dc70731f5,76,17,0,1,7.27,0
bd03673f-b02f-40e6-9371-442b3449f195,203,11,0,0,6.57,0
8c7318f8-a5f7-4385-80c8-76033d987e67,150,13,1,1,1.32,0
33905e19-05ec-4d2b-886f-5f3607fc93c2,55,18,0,0,3.19,0
e026c235-0a6d-4d2b-8ab7-941d0e425b98,379,20,0,0,6.76,0
8916be76-7254-4a00-ad35-a38d7213b00e,287,13,0,0,4.3,0
0e73b065-814e-49d9-aa33-f93219f643e0,193,17,0,1,3.79,0
7629c4cc-9a96-4f62-81ca-d2d39d55e8b2,342,8,0,1,7.58,0
e691d5fe-6721-4b4f-b2e4-13cdbe47fa63,363,17,2,0,3.57,0
45a99ae1-733b-4700-b68a-ac10fabf60c5,221,7,2,0,4.45,0
47cdcfcc-228f-4372-a34f-e6295c8981f0,326,13,1,2,5.02,0
ce60ce3d-5375-4307-b60a-ee6828300e8a,215,9,0,0,5.45,0
725e80b8-d32e-481e-be85-26250a36619e,205,11,0,1,8.59,0
6d1bb2a4-b03d-49a2-8a5d-3cb208a90f48,173,12,1,0,6.68,0
3a856fbe-a248-45ca-9ed9-2dfbe6c611d5,251,18,0,0,4.63,0
59cd2f33-2020-48cd-a3d1-761840ae4e06,31,14,0,0,2.85,0
d9161d4b-14bf-4b5e-aeb4-70a029d27952,382,8,1,0,5.62,0
c43f4b16-68f6-49e7-87d2-741ffe9f53d1,369,14,3,1,4.18,0
9ade052f-75f2-44ec-9a3b-899b87f4ab98,5,11,0,1,3.31,0
8cd6c608-fac8-4f84-9f51-424ac18f0609,314,15,0,0,8.68,0
4846f2af-0fb9-4309-b370-c20f036bc45d,24,14,0,1,4.5,0
8704208f-5af9-4a44-a98c-596d39c20685,73,9,0,0,9.53,0
d37d5954-32b0-4d03-81ff-670f552fb00d,244,7,1,0,8.57,0
e90b090d-4343-44fc-b810-b91bbc832a00,31,9,2,0,3.49,0
c206993e-7769-40e4-aaf5-ad13073d4005,306,18,2,2,7.62,0
d2b3f35a-7677-4018-b360-c8733ed69c3d,321,14,0,1,4.49,0
c9f9d51e-b29c-45b9-8fd4-fe0fe972a67b,127,13,0,0,1.82,0
6bf9ecc6-f034-4deb-87d0-7a8fd2f38bf0,1,15,0,0,4.19,0
bb29afc4-51dc-4c9f-9e4f-25ee02d26dec,60,14,1,1,5.02,0
7acfb2d5-8da7-48c6-96fc-fbb5e1c81c46,172,16,1,0,6.68,0
0448047a-9777-4251-ba67-affc507ec482,715,13,0,0,6.56,0
c5f3560f-d30d-42ff-a151-03c6c07a9076,179,14,0,0,3.45,0
d3f59316-5d49-4dd6-bda7-8aaa1f3f8257,54,12,0,2,6.78,0
5e662292-bc31-4195-a69d-13138e3f2342,180,11,0,2,2.08,0
2b7471bd-08e9-4f73-8c6a-4366cd2dbb8c,139,12,0,0,6.79,0
770d388d-a748-4c6f-a94e-0e23f349d1b3,272,15,1,0,3.99,0
e915c827-7963-429f-b0df-366e5344c9c6,20,9,0,0,2.76,0
31020188-d01d-43b0-a767-749772603969,257,16,0,0,2.41,0
d214414a-da3e-4b72-8e92-c5705e3b6a58,140,12,0,0,4.76,0
1d2654f4-b0ed-4598-8274-4bb53ef10f44,593,10,0,0,7.33,0
dd96bb9c-0521-43ea-a1de-ee0160242f5b,75,9,1,2,1.69,0
69ca88e2-80cb-4b42-b83c-3d5c1fc70a2f,180,15,1,0,5.46,0
29b460f6-41a1-49d8-a6ea-eb123a25751d,483,11,1,1,3.66,0
23e5a96e-1974-452a-a8d6-ab0a67ea211d,19,14,1,0,2.86,0
feb0c94c-18e3-44ea-bd85-687246527c36,498,17,0,0,6.38,0
75f4a346-d9f5-442c-9834-7ffb31072fab,209,7,0,2,5.79,0
02fd0a7a-4713-4423-b399-46ff9ea72c9c,12,15,0,0,4.07,0
ccb6e808-18b1-4c94-904d-d4585cac1dcd,64,10,1,0,8.0,0
62e39df9-bce5-4473-8adb-f9e11e2b687a,221,12,0,0,8.82,0
9d7f9500-7069-4add-997e-7fcee0ade32e,12,13,1,2,3.64,0
ea8158ba-14d9-4d0a-b36c-382aeba039a1,157,19,0,1,7.17,0
bc109b1b-ec04-4e0e-bc85-ab11f219f185,76,21,2,2,7.53,0
399301e0-4cf8-451c-918c-bb14ee7510f5,174,12,0,1,2.82,0
a50d26cc-5407-45b2-b108-ee518b49e9f1,8,11,0,0,6.93,0
d7205297-5c60-4bd8-8984-a62d58444433,369,11,2,1,3.37,0
a1286d01-917e-473e-a99a-4b75ac37a252,653,16,1,0,6.09,0
b5c6ffe9-3760-43aa-a851-10c6f6446773,624,13,0,1,4.69,0
76345fe6-68e9-4b2c-93fb-30b801126701,249,11,1,0,6.6,0
07c07896-beee-4800-9340-39a4aac12f0e,25,10,0,0,1.09,0
48190c20-705c-4446-9ece-dc1245d24b97,255,9,1,1,1.26,0
7aed79c8-494f-4504-87b3-fd1a24880bfa,4,14,0,1,5.94,0
8bd26a8b-32fa-493c-a1a3-484367b1a369,4,16,2,0,5.73,0
7378cde8-4902-468e-835c-3db85020dadc,70,12,0,0,3.66,0
6ca59e2e-e56f-42a0-b1f5-1ce1cf2d7226,120,6,0,1,2.32,0
af51ea75-d46a-4bc5-be9e-7820a529c63b,264,11,1,0,6.4,0
1292f0e4-d19b-4d81-8845-42ed6b7f9dad,206,11,0,0,0.25,0
9ba318e4-a547-4436-bad8-9e60a609c851,106,15,0,1,5.2,0
88b824d2-0e4c-4d08-8c49-d0fc3d375990,57,8,0,0,1.48,0
709e08a1-9f8a-4b29-bec9-d063e5e78aa4,1053,12,0,0,6.94,0
62348b9d-833c-44b9-9774-54ac21a7e8a9,99,11,2,0,1.95,0
7a45538a-82a7-40eb-a612-6393a55e820f,108,14,2,0,8.48,0
eb343217-db9f-4183-ac6a-9b9c95da20f1,32,8,0,0,1.75,0
1b2acd42-662a-42b5-8ed5-9498111da53c,285,10,0,0,8.34,0
01420300-5b9c-4cba-a02b-fdf44c35892a,212,7,0,1,9.8,0
69a81aac-2620-49e5-ba10-c7f35e24de4e,44,10,0,2,2.9,0
cd6f3727-63c7-4c63-be84-4b0b90c253b1,15,16,0,1,4.85,0
4b918c9c-79be-4a18-a69c-2def8c73b761,205,15,0,0,3.65,0
6ab0fa1d-fd8f-46e6-bd03-816785aff35a,191,22,0,3,3.25,0
0bd363cd-ca69-445b-8eee-6eb0c23d186c,57,14,0,0,2.65,0
279cd5d2-c162-4f8f-9ccd-b96f36b16968,542,12,0,0,7.33,0
ba779196-11e0-41e1-ac2b-03927f9d5794,29,7,0,0,7.0,0
865aaa82-6a0a-4036-880a-e768eb030552,101,13,1,2,6.19,0
aad0106c-63d7-4d4f-9ca1-ad4e7000c8bb,517,20,2,0,7.41,0
4ea874ba-78c4-4d34-892d-ce4f28a443e9,97,10,2,0,1.33,0
040c7b12-5e9a-42cc-b775-f5ef0b6ba391,183,10,2,2,3.77,0
8ca4fecf-ef96-4713-be0f-36c09c9dfce3,91,12,0,0,3.26,0
1e8bca7f-9f6c-47ca-96f3-92baacfb94cf,57,15,0,0,4.4,0
274ce5b7-a429-41c1-82fb-856d5e723835,744,14,1,0,2.52,0
9564ecc0-be36-4439-bd42-b63f54ca9f04,94,11,1,1,5.26,0
a23fce0a-a3fe-4ba0-844b-c8f95d08bea2,404,21,0,1,8.42,0
7ece4b34-c9c3-4cfc-b0fd-96d323b263f5,47,11,0,0,3.52,0
6461004f-3169-419e-b646-310f7a2b2677,43,11,0,0,4.47,0
0b0f2ada-0e93-497a-927f-39b0db712433,5,11,0,2,5.53,0
abe8ab93-d8de-4672-af08-1db1222f0d86,189,12,0,0,4.11,0
fa15701c-10be-414d-ae05-2bb14088456e,82,13,0,0,1.86,0
e19c7df5-e492-4d52-bda3-cd1ad18d217c,359,9,0,0,2.65,0
8eab6b2a-d4d3-4d44-8083-5cebb2fa975b,115,3,0,1,5.33,0
3951284c-4fe6-4b0d-a873-b67426efebb7,620,10,2,0,2.25,0
69f0ad31-dfa7-47a0-964c-86c77b543597,36,12,0,1,4.5,0
1d0d0de2-a0ae-48ab-b49f-722fbf08dfe0,365,17,0,0,3.13,0
439196ac-f502-41ed-9673-d98bf076090d,269,10,0,0,5.19,0
853d19e6-c1a4-467c-8875-98cf78bf8133,265,11,2,2,7.5,0
1386cdec-e6ad-4aa9-8039-b770820a1508,335,14,1,1,6.37,0
1b86fc98-0494-43cb-bff2-ed22090d3fa8,257,13,0,2,3.48,0
ee428849-362a-4005-8770-55fa234207a4,177,8,1,1,1.55,0
935b1b66-4d34-4c6f-aab8-0f689000a11f,25,19,0,1,0.82,0
e8784069-4627-4916-ad6b-5751952072b0,5,14,1,1,7.9,0
6d2d2255-b242-4d3a-90e0-3b6784413664,456,7,1,1,5.23,0
c9993567-ff42-41e5-a86e-92cf9cfac0f9,172,10,0,0,2.98,0
76b146dc-c36c-4fed-80ce-f9d5ad77699d,286,8,0,3,8.38,0
765fd5bf-fbec-4fe2-86e2-230c2e30d4e1,118,11,0,2,5.12,0
82c62d19-eff3-4165-9207-ed0e5decfcac,22,13,0,1,9.39,0
ac74892e-303a-48b8-8f7d-fed6f06691a6,24,10,0,0,3.39,0
2511ba5e-6076-4cd0-a4bb-3b9d7d611aac,208,17,0,0,3.75,0
6876b9b4-c560-4f8b-b325-1f4886773404,101,7,0,0,7.84,0
746af767-487e-4ad4-abf8-8ed6504bd1ff,40,10,0,0,6.26,0
ee758a50-de8b-44ac-8d7a-66822c28269a,121,10,2,0,4.56,0
6dc105c4-2c0b-4c0b-844c-2fe294e01a79,11,13,0,0,6.77,0
add86f49-a6eb-4bea-8331-c412e78cb446,156,9,0,0,5.51,0
ffcefb4b-611b-4238-b595-1970216c3738,56,15,1,1,5.65,0
6989a748-a5fd-448d-af92-1e78ef1d026d,287,7,0,2,4.88,0
628d1752-a94d-48be-8660-d03b79230c56,66,14,1,1,2.22,0
5e3c22f5-53b2-4f6f-a7c0-fc9cf3404ca5,109,13,0,0,1.46,0
08bb5004-a4e9-4f6d-a488-76cb10936cb2,2,14,2,1,7.93,0
0fa2e1e5-a8f8-4901-8d4b-d61c356e4469,13,10,0,2,6.94,0
e346216d-742e-498e-94ab-3f3d44cef19e,89,9,0,2,3.51,0
e9c693f3-b35d-4512-afc2-4bcf35ce04fe,117,11,1,1,4.31,0
23007975-5839-4a60-9674-7c94d9ceb841,164,13,0,0,6.92,0
ec644715-98ba-4f16-a26b-3998a41c44f8,62,6,1,0,7.36,0
d1cfc8cb-5324-4056-9f7a-5fa94dc9a010,213,15,2,0,5.03,0
72aac579-0f8d-450a-8f53-4e0cc0ce9e42,354,16,1,0,2.24,0
1cc37523-13b0-4de1-ba7f-915f49e111d7,272,14,1,1,2.71,0
b85ae509-b292-44b2-b44a-f53bf10aa080,7,13,0,2,2.51,0
45ecde15-4896-49b0-9f3f-8fec8ae6152f,117,10,1,0,1.9,0
a1f4a1bd-c149-421e-93ed-aebde701efd5,19,6,0,1,3.64,0
da56df22-3c37-4bf9-8796-e7cd7d7381d9,49,12,0,2,4.24,0
1e41da62-b4a0-47e8-a21a-6decb3100d00,777,12,0,1,1.41,0
20270857-aad0-4304-99e2-c3c63b78dae3,27,11,0,1,4.77,0
79dc1e0d-5e24-4ca4-afb1-732222ade3c3,124,17,2,0,3.99,0
4c3bf99c-6046-42bf-b27d-67269476aadb,173,13,0,2,5.94,0
